title;authors;summary;categories;year;keywords
Parameter-Efficient Tuning Makes a Good Classification Head;[arxiv.Result.Author('Zhuoyi Yang'), arxiv.Result.Author('Ming Ding'), arxiv.Result.Author('Yanhui Guo'), arxiv.Result.Author('Qingsong Lv'), arxiv.Result.Author('Jie Tang')];"In recent years, pretrained models revolutionized the paradigm of natural
language understanding (NLU), where we append a randomly initialized
classification head after the pretrained backbone, e.g. BERT, and finetune the
whole model. As the pretrained backbone makes a major contribution to the
improvement, we naturally expect a good pretrained classification head can also
benefit the training. However, the final-layer output of the backbone, i.e. the
input of the classification head, will change greatly during finetuning, making
the usual head-only pretraining (LP-FT) ineffective. In this paper, we find
that parameter-efficient tuning makes a good classification head, with which we
can simply replace the randomly initialized heads for a stable performance
gain. Our experiments demonstrate that the classification head jointly
pretrained with parameter-efficient tuning consistently improves the
performance on 9 tasks in GLUE and SuperGLUE.";['cs.CL', 'cs.LG'];2022;[(4.0, 'whole model'), (5.166666666666666, 'usual head'), (1.0, 'training'), (1.0, 'superglue'), (8.0, 'stable performance gain')]
Learning to Decompose: Hypothetical Question Decomposition Based on Comparable Texts;[arxiv.Result.Author('Ben Zhou'), arxiv.Result.Author('Kyle Richardson'), arxiv.Result.Author('Xiaodong Yu'), arxiv.Result.Author('Dan Roth')];"Explicit decomposition modeling, which involves breaking down complex tasks
into more straightforward and often more interpretable sub-tasks, has long been
a central theme in developing robust and interpretable NLU systems. However,
despite the many datasets and resources built as part of this effort, the
majority have small-scale annotations and limited scope, which is insufficient
to solve general decomposition tasks. In this paper, we look at large-scale
intermediate pre-training of decomposition-based transformers using distant
supervision from comparable texts, particularly large-scale parallel news. We
show that with such intermediate pre-training, developing robust
decomposition-based models for a diverse range of tasks becomes more feasible.
For example, on semantic parsing, our model, DecompT5, improves 20% to 30% on
two datasets, Overnight and TORQUE, over the baseline language model. We
further use DecompT5 to build a novel decomposition-based QA system named
DecompEntail, improving over state-of-the-art models, including GPT-3, on both
HotpotQA and StrategyQA by 8% and 4%, respectively.";['cs.CL'];2022;[(3.5, 'use decompt5'), (4.0, 'two datasets'), (1.0, 'training'), (1.0, 'training'), (1.0, 'torque')]
Pneg: Prompt-based Negative Response Generation for Dialogue Response Selection Task;[arxiv.Result.Author('Nyoungwoo Lee'), arxiv.Result.Author('ChaeHun Park'), arxiv.Result.Author('Ho-Jin Choi'), arxiv.Result.Author('Jaegul Choo')];"In retrieval-based dialogue systems, a response selection model acts as a
ranker to select the most appropriate response among several candidates.
However, such selection models tend to rely on context-response content
similarity, which makes models vulnerable to adversarial responses that are
semantically similar but not relevant to the dialogue context. Recent studies
have shown that leveraging these adversarial responses as negative training
samples is useful for improving the discriminating power of the selection
model. Nevertheless, collecting human-written adversarial responses is
expensive, and existing synthesizing methods often have limited scalability. To
overcome these limitations, this paper proposes a simple but efficient method
for generating adversarial negative responses leveraging a large-scale language
model. Experimental results on dialogue selection tasks show that our method
outperforms other methods of synthesizing adversarial negative responses. These
results suggest that our method can be an effective alternative to human
annotators in generating adversarial responses. Our dataset and generation code
is available at https://github.com/leenw23/generating-negatives-by-gpt3.";['cs.CL'];2022;[(9.333333333333332, 'written adversarial responses'), (1.0, 'useful'), (14.333333333333332, 'synthesizing adversarial negative responses'), (1.0, 'simple'), (1.0, 'shown')]
Leveraging Pre-trained Models for Failure Analysis Triplets Generation;[arxiv.Result.Author('Kenneth Ezukwoke'), arxiv.Result.Author('Anis Hoayek'), arxiv.Result.Author('Mireille Batton-Hubert'), arxiv.Result.Author('Xavier Boucher'), arxiv.Result.Author('Pascal Gounet'), arxiv.Result.Author('Jerome Adrian')];"Pre-trained Language Models recently gained traction in the Natural Language
Processing (NLP) domain for text summarization, generation and
question-answering tasks. This stems from the innovation introduced in
Transformer models and their overwhelming performance compared with Recurrent
Neural Network Models (Long Short Term Memory (LSTM)). In this paper, we
leverage the attention mechanism of pre-trained causal language models such as
Transformer model for the downstream task of generating Failure Analysis
Triplets (FATs) - a sequence of steps for analyzing defected components in the
semiconductor industry. We compare different transformer models for this
generative task and observe that Generative Pre-trained Transformer 2 (GPT2)
outperformed other transformer model for the failure analysis triplet
generation (FATG) task. In particular, we observe that GPT2 (trained on 1.5B
parameters) outperforms pre-trained BERT, BART and GPT3 by a large margin on
ROUGE. Furthermore, we introduce Levenshstein Sequential Evaluation metric
(LESE) for better evaluation of the structured FAT data and show that it
compares exactly with human judgment than existing metrics.";"['cs.CL', 'cs.LG', 'stat.AP', '68Txx, 68Uxx', 'G.3; I.2; I.7']";2022;[(6.6, 'transformer models'), (4.6, 'transformer model'), (4.6, 'transformer model'), (8.8, 'trained transformer 2'), (29.53333333333333, 'trained language models recently gained traction')]
BotSIM: An End-to-End Bot Simulation Framework for Commercial Task-Oriented Dialog Systems;[arxiv.Result.Author('Guangsen Wang'), arxiv.Result.Author('Samson Tan'), arxiv.Result.Author('Shafiq Joty'), arxiv.Result.Author('Gang Wu'), arxiv.Result.Author('Jimmy Au'), arxiv.Result.Author('Steven Hoi')];"We present BotSIM, a data-efficient end-to-end Bot SIMulation toolkit for
commercial text-based task-oriented dialog (TOD) systems. BotSIM consists of
three major components: 1) a Generator that can infer semantic-level dialog
acts and entities from bot definitions and generate user queries via
model-based paraphrasing; 2) an agenda-based dialog user Simulator (ABUS) to
simulate conversations with the dialog agents; 3) a Remediator to analyze the
simulated conversations, visualize the bot health reports and provide
actionable remediation suggestions for bot troubleshooting and improvement. We
demonstrate BotSIM's effectiveness in end-to-end evaluation, remediation and
multi-intent dialog generation via case studies on two commercial bot
platforms. BotSIM's ""generation-simulation-remediation"" paradigm accelerates
the end-to-end bot evaluation and iteration process by: 1) reducing manual test
cases creation efforts; 2) enabling a holistic gauge of the bot in terms of NLU
and end-to-end performance via extensive dialog simulation; 3) improving the
bot troubleshooting process with actionable suggestions. A demo of our system
can be found at https://tinyurl.com/mryu74cd and a demo video at
https://youtu.be/qLi5iSoly30. We have open-sourced the toolkit at
https://github.com/salesforce/botsim";['cs.CL'];2022;[(1.0, 'visualize'), (13.75, 'two commercial bot platforms'), (2.5, 'toolkit'), (1.0, 'tod'), (9.0, 'three major components')]
VarMAE: Pre-training of Variational Masked Autoencoder for Domain-adaptive Language Understanding;[arxiv.Result.Author('Dou Hu'), arxiv.Result.Author('Xiaolong Hou'), arxiv.Result.Author('Xiyang Du'), arxiv.Result.Author('Mengyuan Zhou'), arxiv.Result.Author('Lianxin Jiang'), arxiv.Result.Author('Yang Mo'), arxiv.Result.Author('Xiaofeng Shi')];"Pre-trained language models have achieved promising performance on general
benchmarks, but underperform when migrated to a specific domain. Recent works
perform pre-training from scratch or continual pre-training on domain corpora.
However, in many specific domains, the limited corpus can hardly support
obtaining precise representations. To address this issue, we propose a novel
Transformer-based language model named VarMAE for domain-adaptive language
understanding. Under the masked autoencoding objective, we design a context
uncertainty learning module to encode the token's context into a smooth latent
distribution. The module can produce diverse and well-formed contextual
representations. Experiments on science- and finance-domain NLU tasks
demonstrate that VarMAE can be efficiently adapted to new domains with limited
resources.";['cs.CL', 'cs.AI'];2022;[(1.0, 'well'), (3.0, 'varmae'), (1.0, 'underperform'), (1.0, 'training'), (1.0, 'training')]
End-to-End Evaluation of a Spoken Dialogue System for Learning Basic Mathematics;[arxiv.Result.Author('Eda Okur'), arxiv.Result.Author('Saurav Sahay'), arxiv.Result.Author('Roddy Fuentes Alba'), arxiv.Result.Author('Lama Nachman')];"The advances in language-based Artificial Intelligence (AI) technologies
applied to build educational applications can present AI for social-good
opportunities with a broader positive impact. Across many disciplines,
enhancing the quality of mathematics education is crucial in building critical
thinking and problem-solving skills at younger ages. Conversational AI systems
have started maturing to a point where they could play a significant role in
helping students learn fundamental math concepts. This work presents a
task-oriented Spoken Dialogue System (SDS) built to support play-based learning
of basic math concepts for early childhood education. The system has been
evaluated via real-world deployments at school while the students are
practicing early math concepts with multimodal interactions. We discuss our
efforts to improve the SDS pipeline built for math learning, for which we
explore utilizing MathBERT representations for potential enhancement to the
Natural Language Understanding (NLU) module. We perform an end-to-end
evaluation using real-world deployment outputs from the Automatic Speech
Recognition (ASR), Intent Recognition, and Dialogue Manager (DM) components to
understand how error propagation affects the overall performance in real-world
scenarios.";['cs.CL'];2022;[(4.0, 'younger ages'), (4.333333333333334, 'world scenarios'), (4.333333333333334, 'world deployments'), (8.333333333333334, 'world deployment outputs'), (4.0, 'work presents')]
ATCO2 corpus: A Large-Scale Dataset for Research on Automatic Speech Recognition and Natural Language Understanding of Air Traffic Control Communications;[arxiv.Result.Author('Juan Zuluaga-Gomez'), arxiv.Result.Author('Karel Veselý'), arxiv.Result.Author('Igor Szöke'), arxiv.Result.Author('Petr Motlicek'), arxiv.Result.Author('Martin Kocour'), arxiv.Result.Author('Mickael Rigault'), arxiv.Result.Author('Khalid Choukri'), arxiv.Result.Author('Amrutha Prasad'), arxiv.Result.Author('Seyyed Saeed Sarfjoo'), arxiv.Result.Author('Iuliia Nigmatulina'), arxiv.Result.Author('Claudia Cevenini'), arxiv.Result.Author('Pavel Kolčárek'), arxiv.Result.Author('Allan Tart'), arxiv.Result.Author('Jan Černocký')];"Personal assistants, automatic speech recognizers and dialogue understanding
systems are becoming more critical in our interconnected digital world. A clear
example is air traffic control (ATC) communications. ATC aims at guiding
aircraft and controlling the airspace in a safe and optimal manner. These
voice-based dialogues are carried between an air traffic controller (ATCO) and
pilots via very-high frequency radio channels. In order to incorporate these
novel technologies into ATC (low-resource domain), large-scale annotated
datasets are required to develop the data-driven AI systems. Two examples are
automatic speech recognition (ASR) and natural language understanding (NLU). In
this paper, we introduce the ATCO2 corpus, a dataset that aims at fostering
research on the challenging ATC field, which has lagged behind due to lack of
annotated data. The ATCO2 corpus covers 1) data collection and pre-processing,
2) pseudo-annotations of speech data, and 3) extraction of ATC-related named
entities. The ATCO2 corpus is split into three subsets. 1) ATCO2-test-set
corpus contains 4 hours of ATC speech with manual transcripts and a subset with
gold annotations for named-entity recognition (callsign, command, value). 2)
The ATCO2-PL-set corpus consists of 5281 hours of unlabeled ATC data enriched
with automatic transcripts from an in-domain speech recognizer, contextual
information, speaker turn information, signal-to-noise ratio estimate and
English language detection score per sample. Both available for purchase
through ELDA at http://catalog.elra.info/en-us/repository/browse/ELRA-S0484. 3)
The ATCO2-test-set-1h corpus is a one-hour subset from the original test set
corpus, that we are offering for free at https://www.atco2.org/data. We expect
the ATCO2 corpus will foster research on robust ASR and NLU not only in the
field of ATC communications but also in the general research community.";['cs.CL', 'cs.AI', 'cs.SD', 'eess.AS'];2022;[(1.0, 'voice'), (4.0, 'value ).'), (1.0, 'us'), (12.0, 'unlabeled atc data enriched'), (4.0, 'two examples')]
Local Structure Matters Most in Most Languages;[arxiv.Result.Author('Louis Clouâtre'), arxiv.Result.Author('Prasanna Parthasarathi'), arxiv.Result.Author('Amal Zouaq'), arxiv.Result.Author('Sarath Chandar')];"Many recent perturbation studies have found unintuitive results on what does
and does not matter when performing Natural Language Understanding (NLU) tasks
in English. Coding properties, such as the order of words, can often be removed
through shuffling without impacting downstream performances. Such insight may
be used to direct future research into English NLP models. As many improvements
in multilingual settings consist of wholesale adaptation of English approaches,
it is important to verify whether those studies replicate or not in
multilingual settings. In this work, we replicate a study on the importance of
local structure, and the relative unimportance of global structure, in a
multilingual setting. We find that the phenomenon observed on the English
language broadly translates to over 120 languages, with a few caveats.";['cs.CL'];2022;[(1.0, 'work'), (1.0, 'words'), (4.0, 'wholesale adaptation'), (4.0, 'verify whether'), (1.0, 'used')]
LERT: A Linguistically-motivated Pre-trained Language Model;[arxiv.Result.Author('Yiming Cui'), arxiv.Result.Author('Wanxiang Che'), arxiv.Result.Author('Shijin Wang'), arxiv.Result.Author('Ting Liu')];"Pre-trained Language Model (PLM) has become a representative foundation model
in the natural language processing field. Most PLMs are trained with
linguistic-agnostic pre-training tasks on the surface form of the text, such as
the masked language model (MLM). To further empower the PLMs with richer
linguistic features, in this paper, we aim to propose a simple but effective
way to learn linguistic features for pre-trained language models. We propose
LERT, a pre-trained language model that is trained on three types of linguistic
features along with the original MLM pre-training task, using a
linguistically-informed pre-training (LIP) strategy. We carried out extensive
experiments on ten Chinese NLU tasks, and the experimental results show that
LERT could bring significant improvements over various comparable baselines.
Furthermore, we also conduct analytical experiments in various linguistic
aspects, and the results prove that the design of LERT is valid and effective.
Resources are available at https://github.com/ymcui/LERT";['cs.CL', 'cs.LG'];2022;[(1.0, 'ymcui'), (8.6, 'various linguistic aspects'), (9.0, 'various comparable baselines'), (1.0, 'valid'), (1.0, 'using')]
A Survey of Knowledge-Enhanced Pre-trained Language Models;[arxiv.Result.Author('Linmei Hu'), arxiv.Result.Author('Zeyi Liu'), arxiv.Result.Author('Ziwang Zhao'), arxiv.Result.Author('Lei Hou'), arxiv.Result.Author('Liqiang Nie'), arxiv.Result.Author('Juanzi Li')];"Pre-trained Language Models (PLMs) which are trained on large text corpus via
self-supervised learning method, have yielded promising performance on various
tasks in Natural Language Processing (NLP). However, though PLMs with huge
parameters can effectively possess rich knowledge learned from massive training
text and benefit downstream tasks at the fine-tuning stage, they still have
some limitations such as poor reasoning ability due to the lack of external
knowledge. Research has been dedicated to incorporating knowledge into PLMs to
tackle these issues. In this paper, we present a comprehensive review of
Knowledge-Enhanced Pre-trained Language Models (KE-PLMs) to provide a clear
insight into this thriving field. We introduce appropriate taxonomies
respectively for Natural Language Understanding (NLU) and Natural Language
Generation (NLG) to highlight these two main tasks of NLP. For NLU, we divide
the types of knowledge into four categories: linguistic knowledge, text
knowledge, knowledge graph (KG), and rule knowledge. The KE-PLMs for NLG are
categorized into KG-based and retrieval-based methods. Finally, we point out
some promising future directions of KE-PLMs.";['cs.CL'];2022;[(9.0, 'yielded promising performance'), (4.666666666666666, 'various tasks'), (1.0, 'types'), (8.666666666666666, 'two main tasks'), (4.0, 'tuning stage')]
UGIF: UI Grounded Instruction Following;[arxiv.Result.Author('Sagar Gubbi Venkatesh'), arxiv.Result.Author('Partha Talukdar'), arxiv.Result.Author('Srini Narayanan')];"New smartphone users have difficulty engaging with it and often use only a
limited set of features like calling and messaging. These users are hesitant to
explore using the smartphone and rely on experienced users to teach them how to
use the phone. However, experienced users are not always around to guide them.
To help new users learn how to use the phone on their own, we propose a natural
language based instruction following agent that operates over the UI and shows
the user how to perform various tasks. Common how-to questions, such as ""How to
block calls from unknown numbers?"", are documented on support sites with a
sequence of steps in natural language describing what the user should do. We
parse these steps using Large Language Models (LLMs) and generate macros that
can be executed on-device when the user asks a query. To evaluate this agent,
we introduce UGIF-DataSet, a multi-lingual, multi-modal UI grounded dataset for
step-by-step task completion on the smartphone. It contains 523 natural
language instructions with paired sequences of multilingual UI screens and
actions that show how to execute the task in eight languages. We compare the
performance of different large language models including PaLM, GPT3, etc. and
find that the end-to-end task completion success rate is 48% for English UI but
the performance drops to 32% for non-English languages. We analyse the common
failure modes of existing models on this task and point out areas for
improvement.";['cs.CL'];2022;[(2.4, 'users'), (3.333333333333333, 'user asks'), (1.3333333333333333, 'user'), (1.3333333333333333, 'user'), (1.3333333333333333, 'use')]
Breakpoint Transformers for Modeling and Tracking Intermediate Beliefs;[arxiv.Result.Author('Kyle Richardson'), arxiv.Result.Author('Ronen Tamari'), arxiv.Result.Author('Oren Sultan'), arxiv.Result.Author('Reut Tsarfaty'), arxiv.Result.Author('Dafna Shahaf'), arxiv.Result.Author('Ashish Sabharwal')];"Can we teach natural language understanding models to track their beliefs
through intermediate points in text? We propose a representation learning
framework called breakpoint modeling that allows for learning of this type.
Given any text encoder and data marked with intermediate states (breakpoints)
along with corresponding textual queries viewed as true/false propositions
(i.e., the candidate beliefs of a model, consisting of information changing
through time) our approach trains models in an efficient and end-to-end fashion
to build intermediate representations that facilitate teaching and direct
querying of beliefs at arbitrary points alongside solving other end tasks. To
show the benefit of our approach, we experiment with a diverse set of NLU tasks
including relational reasoning on CLUTRR and narrative understanding on bAbI.
Using novel belief prediction tasks for both tasks, we show the benefit of our
main breakpoint transformer, based on T5, over conventional representation
learning approaches in terms of processing efficiency, prediction accuracy and
prediction consistency, all with minimal to no effect on corresponding QA end
tasks. To show the feasibility of incorporating our belief tracker into more
complex reasoning pipelines, we also obtain SOTA performance on the
three-tiered reasoning challenge for the TRIP benchmark (around 23-32% absolute
improvement on Tasks 2-3).";['cs.CL'];2022;[(19.666666666666668, 'using novel belief prediction tasks'), (1.0, 'type'), (1.0, 'true'), (4.0, 'trip benchmark'), (1.0, 'track')]
Reflect, Not Reflex: Inference-Based Common Ground Improves Dialogue Response Quality;[arxiv.Result.Author('Pei Zhou'), arxiv.Result.Author('Hyundong Cho'), arxiv.Result.Author('Pegah Jandaghi'), arxiv.Result.Author('Dong-Ho Lee'), arxiv.Result.Author('Bill Yuchen Lin'), arxiv.Result.Author('Jay Pujara'), arxiv.Result.Author('Xiang Ren')];"Human communication relies on common ground (CG), the mutual knowledge and
beliefs shared by participants, to produce coherent and interesting
conversations. In this paper, we demonstrate that current response generation
(RG) models produce generic and dull responses in dialogues because they act
reflexively, failing to explicitly model CG, both due to the lack of CG in
training data and the standard RG training procedure. We introduce Reflect, a
dataset that annotates dialogues with explicit CG (materialized as inferences
approximating shared knowledge and beliefs) and solicits 9k diverse
human-generated responses each following one common ground. Using Reflect, we
showcase the limitations of current dialogue data and RG models: less than half
of the responses in current data are rated as high quality (sensible, specific,
and interesting) and models trained using this data have even lower quality,
while most Reflect responses are judged high quality. Next, we analyze whether
CG can help models produce better-quality responses by using Reflect CG to
guide RG models. Surprisingly, we find that simply prompting GPT3 to ""think""
about CG generates 30% more quality responses, showing promising benefits to
integrating CG into the RG process.";['cs.CL', 'cs.AI', 'cs.LG'];2022;[(7.291666666666666, 'using reflect cg'), (4.916666666666666, 'using reflect'), (5.0, 'training data'), (1.0, 'think'), (1.0, 'surprisingly')]
ZeroQuant: Efficient and Affordable Post-Training Quantization for Large-Scale Transformers;[arxiv.Result.Author('Zhewei Yao'), arxiv.Result.Author('Reza Yazdani Aminabadi'), arxiv.Result.Author('Minjia Zhang'), arxiv.Result.Author('Xiaoxia Wu'), arxiv.Result.Author('Conglong Li'), arxiv.Result.Author('Yuxiong He')];"How to efficiently serve ever-larger trained natural language models in
practice has become exceptionally challenging even for powerful cloud servers
due to their prohibitive memory/computation requirements. In this work, we
present an efficient and affordable post-training quantization approach to
compress large Transformer-based models, termed as ZeroQuant. ZeroQuant is an
end-to-end quantization and inference pipeline with three main components: (1)
a fine-grained hardware-friendly quantization scheme for both weight and
activations; (2) a novel affordable layer-by-layer knowledge distillation
algorithm (LKD) even without the access to the original training data; (3) a
highly-optimized quantization system backend support to remove the
quantization/dequantization overhead. As such, we are able to show that: (1)
ZeroQuant can reduce the precision for weights and activations to INT8 in a
cost-free way for both BERT and GPT3-style models with minimal accuracy impact,
which leads to up to 5.19x/4.16x speedup on those models compared to FP16
inference; (2) ZeroQuant plus LKD affordably quantize the weights in the
fully-connected module to INT4 along with INT8 weights in the attention module
and INT8 activations, resulting in 3x memory footprint reduction compared to
the FP16 model; (3) ZeroQuant can be directly applied to two of the largest
open-sourced language models, including GPT-J6B and GPT-NeoX20, for which our
INT8 model achieves similar accuracy as the FP16 model but achieves up to 5.2x
better efficiency.";['cs.CL', 'cs.LG'];2022;[(19.8, 'zeroquant plus lkd affordably quantize'), (1.8, 'zeroquant'), (1.8, 'zeroquant'), (1.8, 'zeroquant'), (1.8, 'zeroquant')]
